feature	chromosome	start	end	LGG150
10:21090001-21105000	10	21090001	21105000	-0.325
10:21105001-21120000	10	21105001	21120000	-0.077
10:21120001-21135000	10	21120001	21135000	-0.325
10:21135001-21150000	10	21135001	21150000	-1.072
10:21150001-21165000	10	21150001	21165000	-0.418
10:21165001-21180000	10	21165001	21180000	0.051
10:21180001-21195000	10	21180001	21195000	-0.392
10:21195001-21210000	10	21195001	21210000	-0.305
10:21210001-21225000	10	21210001	21225000	-0.404
10:21240001-21255000	10	21240001	21255000	-0.644
10:21255001-21270000	10	21255001	21270000	-0.783
10:21270001-21285000	10	21270001	21285000	-0.344
10:21285001-21300000	10	21285001	21300000	-0.097
10:21300001-21315000	10	21300001	21315000	0.099
10:21315001-21330000	10	21315001	21330000	-1.306
10:21330001-21345000	10	21330001	21345000	-0.548
10:21345001-21360000	10	21345001	21360000	-0.682
10:21360001-21375000	10	21360001	21375000	-0.872
10:21375001-21390000	10	21375001	21390000	-0.437
10:21390001-21405000	10	21390001	21405000	-0.591
10:21405001-21420000	10	21405001	21420000	-0.3
10:21420001-21435000	10	21420001	21435000	-0.659
10:21435001-21450000	10	21435001	21450000	0.041
10:21450001-21465000	10	21450001	21465000	-0.592
10:21465001-21480000	10	21465001	21480000	-0.393
10:21480001-21495000	10	21480001	21495000	-0.227
10:21495001-21510000	10	21495001	21510000	-0.468
10:21510001-21525000	10	21510001	21525000	-1.474
10:21525001-21540000	10	21525001	21540000	-0.442
10:21540001-21555000	10	21540001	21555000	-0.36
10:21555001-21570000	10	21555001	21570000	-0.83
10:21570001-21585000	10	21570001	21585000	-0.065
10:21585001-21600000	10	21585001	21600000	-0.294
10:21600001-21615000	10	21600001	21615000	-1.157
10:21615001-21630000	10	21615001	21630000	-0.793
10:21630001-21645000	10	21630001	21645000	-0.82
10:21645001-21660000	10	21645001	21660000	-0.257
10:21660001-21675000	10	21660001	21675000	-0.675
10:21675001-21690000	10	21675001	21690000	-0.838
10:21690001-21705000	10	21690001	21705000	-0.022
10:21705001-21720000	10	21705001	21720000	-1.648
10:21720001-21735000	10	21720001	21735000	-0.736
10:21735001-21750000	10	21735001	21750000	0.072
10:21750001-21765000	10	21750001	21765000	-0.452
10:21765001-21780000	10	21765001	21780000	-0.591
10:21780001-21795000	10	21780001	21795000	-0.438
10:21825001-21840000	10	21825001	21840000	-0.1
10:21840001-21855000	10	21840001	21855000	-0.42
10:21855001-21870000	10	21855001	21870000	-0.325
10:21885001-21900000	10	21885001	21900000	-0.619
10:21900001-21915000	10	21900001	21915000	-0.277
10:21915001-21930000	10	21915001	21930000	-0.402
10:21930001-21945000	10	21930001	21945000	-0.745
10:21945001-21960000	10	21945001	21960000	-0.143
10:21960001-21975000	10	21960001	21975000	-0.4
10:21975001-21990000	10	21975001	21990000	-0.545
10:21990001-22005000	10	21990001	22005000	-0.326
10:22005001-22020000	10	22005001	22020000	-0.369
10:22020001-22035000	10	22020001	22035000	-0.579
10:22035001-22050000	10	22035001	22050000	-0.232
10:22050001-22065000	10	22050001	22065000	-0.894
10:22080001-22095000	10	22080001	22095000	-0.389
10:22095001-22110000	10	22095001	22110000	-0.586
10:22110001-22125000	10	22110001	22125000	-0.812
10:22125001-22140000	10	22125001	22140000	-0.45
10:22140001-22155000	10	22140001	22155000	-0.766
10:22155001-22170000	10	22155001	22170000	-0.774
10:22170001-22185000	10	22170001	22185000	-0.715
10:22185001-22200000	10	22185001	22200000	-0.771
10:22200001-22215000	10	22200001	22215000	-0.647
10:22215001-22230000	10	22215001	22230000	-0.007
10:22230001-22245000	10	22230001	22245000	-1.18
10:22245001-22260000	10	22245001	22260000	-0.695
10:22260001-22275000	10	22260001	22275000	-0.449
10:22275001-22290000	10	22275001	22290000	-0.118
10:22290001-22305000	10	22290001	22305000	-0.139
10:22305001-22320000	10	22305001	22320000	-0.701
10:22320001-22335000	10	22320001	22335000	-0.486
10:22335001-22350000	10	22335001	22350000	-0.79
10:22365001-22380000	10	22365001	22380000	-0.755
10:22380001-22395000	10	22380001	22395000	-0.953
10:22395001-22410000	10	22395001	22410000	-0.861
10:22425001-22440000	10	22425001	22440000	-0.722
10:22440001-22455000	10	22440001	22455000	-0.525
10:22455001-22470000	10	22455001	22470000	-0.502
10:22470001-22485000	10	22470001	22485000	-0.875
10:22485001-22500000	10	22485001	22500000	-0.391
10:22500001-22515000	10	22500001	22515000	-0.885
10:22515001-22530000	10	22515001	22530000	-0.606
10:22530001-22545000	10	22530001	22545000	-0.575
10:22545001-22560000	10	22545001	22560000	-0.674
10:22560001-22575000	10	22560001	22575000	-0.402
10:22575001-22590000	10	22575001	22590000	-0.238
10:22590001-22605000	10	22590001	22605000	-0.2
10:22635001-22650000	10	22635001	22650000	-0.27
10:22650001-22665000	10	22650001	22665000	-0.649
10:22665001-22680000	10	22665001	22680000	-0.437
10:22680001-22695000	10	22680001	22695000	-0.143
10:22695001-22710000	10	22695001	22710000	-0.114
10:22710001-22725000	10	22710001	22725000	-0.652
10:22725001-22740000	10	22725001	22740000	0.171
10:22740001-22755000	10	22740001	22755000	-0.871
10:22755001-22770000	10	22755001	22770000	-0.618
10:22770001-22785000	10	22770001	22785000	-0.764
10:22785001-22800000	10	22785001	22800000	-0.18
10:22800001-22815000	10	22800001	22815000	-0.097
10:22815001-22830000	10	22815001	22830000	-0.26
10:22830001-22845000	10	22830001	22845000	-1.006
10:22845001-22860000	10	22845001	22860000	-0.854
10:22860001-22875000	10	22860001	22875000	-0.371
10:22875001-22890000	10	22875001	22890000	-0.669
10:22890001-22905000	10	22890001	22905000	-0.22
10:22905001-22920000	10	22905001	22920000	-0.386
10:22920001-22935000	10	22920001	22935000	-0.346
10:22935001-22950000	10	22935001	22950000	-0.356
10:22950001-22965000	10	22950001	22965000	-0.315
10:22965001-22980000	10	22965001	22980000	-0.575
10:22980001-22995000	10	22980001	22995000	-0.596
10:22995001-23010000	10	22995001	23010000	-0.819
10:23010001-23025000	10	23010001	23025000	-0.767
10:23025001-23040000	10	23025001	23040000	0.134
10:23040001-23055000	10	23040001	23055000	-0.416
10:23055001-23070000	10	23055001	23070000	-0.305
10:23070001-23085000	10	23070001	23085000	-0.716
10:23085001-23100000	10	23085001	23100000	-0.815
10:23100001-23115000	10	23100001	23115000	-0.244
10:23115001-23130000	10	23115001	23130000	-0.485
10:23130001-23145000	10	23130001	23145000	-0.173
10:23145001-23160000	10	23145001	23160000	-0.514
10:23160001-23175000	10	23160001	23175000	-0.547
10:23175001-23190000	10	23175001	23190000	-0.161
10:23190001-23205000	10	23190001	23205000	-0.473
10:23205001-23220000	10	23205001	23220000	-0.697
10:23220001-23235000	10	23220001	23235000	-0.449
10:23235001-23250000	10	23235001	23250000	-0.682
10:23250001-23265000	10	23250001	23265000	-0.212
10:23265001-23280000	10	23265001	23280000	-0.022
10:23280001-23295000	10	23280001	23295000	-0.677
10:23295001-23310000	10	23295001	23310000	-0.578
10:23310001-23325000	10	23310001	23325000	-0.447
10:23325001-23340000	10	23325001	23340000	-0.333
10:23340001-23355000	10	23340001	23355000	-0.768
10:23355001-23370000	10	23355001	23370000	-0.409
10:23370001-23385000	10	23370001	23385000	-0.682
10:23385001-23400000	10	23385001	23400000	-0.192
10:23400001-23415000	10	23400001	23415000	-0.227
10:23415001-23430000	10	23415001	23430000	-0.835
10:23430001-23445000	10	23430001	23445000	-0.142
10:23445001-23460000	10	23445001	23460000	-0.35
10:23460001-23475000	10	23460001	23475000	-0.381
10:23475001-23490000	10	23475001	23490000	-0.764
10:23490001-23505000	10	23490001	23505000	-0.677
10:23505001-23520000	10	23505001	23520000	-0.358
10:23520001-23535000	10	23520001	23535000	-0.592
10:23535001-23550000	10	23535001	23550000	-1.966
10:23550001-23565000	10	23550001	23565000	-0.366
10:23565001-23580000	10	23565001	23580000	-0.851
10:23580001-23595000	10	23580001	23595000	-0.835
10:23595001-23610000	10	23595001	23610000	-0.474
10:23610001-23625000	10	23610001	23625000	-0.927
10:23625001-23640000	10	23625001	23640000	-0.631
10:23640001-23655000	10	23640001	23655000	-1.118
10:23655001-23670000	10	23655001	23670000	-0.828
10:23670001-23685000	10	23670001	23685000	-0.169
10:23685001-23700000	10	23685001	23700000	-0.559
10:23700001-23715000	10	23700001	23715000	-0.945
10:23730001-23745000	10	23730001	23745000	-0.081
10:23745001-23760000	10	23745001	23760000	-0.678
10:23760001-23775000	10	23760001	23775000	-0.543
10:23775001-23790000	10	23775001	23790000	-0.342
10:23790001-23805000	10	23790001	23805000	-0.369
10:23805001-23820000	10	23805001	23820000	-1.014
10:23820001-23835000	10	23820001	23835000	-0.022
10:23835001-23850000	10	23835001	23850000	-0.439
10:23850001-23865000	10	23850001	23865000	-0.952
10:23865001-23880000	10	23865001	23880000	-0.729
10:23895001-23910000	10	23895001	23910000	-0.703
10:23910001-23925000	10	23910001	23925000	-0.296
10:23925001-23940000	10	23925001	23940000	-0.74
10:23940001-23955000	10	23940001	23955000	-0.677
10:23970001-23985000	10	23970001	23985000	-0.756
10:23985001-24000000	10	23985001	24000000	-0.446
10:24000001-24015000	10	24000001	24015000	-0.338
10:24015001-24030000	10	24015001	24030000	-0.564
10:24030001-24045000	10	24030001	24045000	-0.749
10:24045001-24060000	10	24045001	24060000	-0.771
10:24060001-24075000	10	24060001	24075000	-0.623
10:24075001-24090000	10	24075001	24090000	-0.568
10:24090001-24105000	10	24090001	24105000	-0.3
10:24105001-24120000	10	24105001	24120000	-0.719
10:24120001-24135000	10	24120001	24135000	-0.453
10:24150001-24165000	10	24150001	24165000	-0.529
10:24165001-24180000	10	24165001	24180000	-0.682
10:24180001-24195000	10	24180001	24195000	-0.728
10:24195001-24210000	10	24195001	24210000	-0.31
10:24210001-24225000	10	24210001	24225000	-0.714
10:24225001-24240000	10	24225001	24240000	-0.782
10:24240001-24255000	10	24240001	24255000	-0.376
10:24255001-24270000	10	24255001	24270000	-0.494
10:24270001-24285000	10	24270001	24285000	-1.021
10:24285001-24300000	10	24285001	24300000	-0.296
10:24300001-24315000	10	24300001	24315000	-0.733
10:24315001-24330000	10	24315001	24330000	-0.308
10:24330001-24345000	10	24330001	24345000	-0.634
10:24345001-24360000	10	24345001	24360000	-0.005
10:24360001-24375000	10	24360001	24375000	-0.754
10:24375001-24390000	10	24375001	24390000	-0.39
10:24390001-24405000	10	24390001	24405000	-0.273
10:24405001-24420000	10	24405001	24420000	-0.74
10:24420001-24435000	10	24420001	24435000	-0.682
10:24435001-24450000	10	24435001	24450000	-0.715
10:24450001-24465000	10	24450001	24465000	-0.412
10:24465001-24480000	10	24465001	24480000	-0.398
10:24480001-24495000	10	24480001	24495000	-0.726
10:24495001-24510000	10	24495001	24510000	-0.231
10:24510001-24525000	10	24510001	24525000	-0.703
10:24525001-24540000	10	24525001	24540000	-0.427
10:24540001-24555000	10	24540001	24555000	-0.278
10:24555001-24570000	10	24555001	24570000	-1.238
10:24570001-24585000	10	24570001	24585000	-0.491
10:24585001-24600000	10	24585001	24600000	-0.932
10:24600001-24615000	10	24600001	24615000	-1.707
10:24615001-24630000	10	24615001	24630000	-0.4
10:24630001-24645000	10	24630001	24645000	-0.214
10:24645001-24660000	10	24645001	24660000	-0.203
10:24660001-24675000	10	24660001	24675000	-0.241
10:24675001-24690000	10	24675001	24690000	-0.244
10:24690001-24705000	10	24690001	24705000	-0.674
10:24705001-24720000	10	24705001	24720000	-0.525
10:24720001-24735000	10	24720001	24735000	-0.321
10:24735001-24750000	10	24735001	24750000	-0.726
10:24750001-24765000	10	24750001	24765000	-0.448
10:24765001-24780000	10	24765001	24780000	-0.715
10:24780001-24795000	10	24780001	24795000	-0.567
10:24795001-24810000	10	24795001	24810000	-0.405
10:24810001-24825000	10	24810001	24825000	-1.062
10:24825001-24840000	10	24825001	24840000	-1.06
10:24840001-24855000	10	24840001	24855000	-0.075
10:24855001-24870000	10	24855001	24870000	-0.534
10:24870001-24885000	10	24870001	24885000	-0.704
10:24885001-24900000	10	24885001	24900000	-1.061
10:24900001-24915000	10	24900001	24915000	-0.031
10:24915001-24930000	10	24915001	24930000	-0.808
10:24930001-24945000	10	24930001	24945000	-0.551
10:24945001-24960000	10	24945001	24960000	-0.49
10:24960001-24975000	10	24960001	24975000	-0.231
10:24975001-24990000	10	24975001	24990000	-0.209
10:24990001-25005000	10	24990001	25005000	-0.239
10:25005001-25020000	10	25005001	25020000	-0.369
10:25020001-25035000	10	25020001	25035000	-0.711
10:25035001-25050000	10	25035001	25050000	-0.182
10:25050001-25065000	10	25050001	25065000	-0.672
10:25065001-25080000	10	25065001	25080000	-0.281
10:25080001-25095000	10	25080001	25095000	-0.298
10:25095001-25110000	10	25095001	25110000	-0.369
10:25110001-25125000	10	25110001	25125000	-0.482
10:25125001-25140000	10	25125001	25140000	-0.104
10:25140001-25155000	10	25140001	25155000	-1.059
10:25155001-25170000	10	25155001	25170000	-0.828
10:25170001-25185000	10	25170001	25185000	-0.416
10:25185001-25200000	10	25185001	25200000	-0.896
10:25200001-25215000	10	25200001	25215000	-0.238
10:25215001-25230000	10	25215001	25230000	-0.231
10:25230001-25245000	10	25230001	25245000	-0.315
10:25245001-25260000	10	25245001	25260000	-0.419
10:25260001-25275000	10	25260001	25275000	-0.423
10:25275001-25290000	10	25275001	25290000	-0.605
10:25290001-25305000	10	25290001	25305000	-0.225
10:25305001-25320000	10	25305001	25320000	-0.139
10:25320001-25335000	10	25320001	25335000	-0.379
10:25335001-25350000	10	25335001	25350000	-0.235
10:25350001-25365000	10	25350001	25365000	-0.474
10:25365001-25380000	10	25365001	25380000	-0.846
10:25380001-25395000	10	25380001	25395000	-0.124
10:25395001-25410000	10	25395001	25410000	-0.195
10:25410001-25425000	10	25410001	25425000	-0.474
10:25425001-25440000	10	25425001	25440000	-0.363
10:25440001-25455000	10	25440001	25455000	-0.727
10:25455001-25470000	10	25455001	25470000	0.051
10:25470001-25485000	10	25470001	25485000	-1.068
10:25485001-25500000	10	25485001	25500000	-0.367
10:25500001-25515000	10	25500001	25515000	-0.196
10:25515001-25530000	10	25515001	25530000	-0.218
10:25545001-25560000	10	25545001	25560000	-0.398
10:25560001-25575000	10	25560001	25575000	-0.744
10:25575001-25590000	10	25575001	25590000	-1.15
10:25590001-25605000	10	25590001	25605000	-0.559
10:25605001-25620000	10	25605001	25620000	-0.241
10:25620001-25635000	10	25620001	25635000	-0.309
10:25635001-25650000	10	25635001	25650000	-0.617
10:25650001-25665000	10	25650001	25665000	-0.099
10:25665001-25680000	10	25665001	25680000	-0.43
10:25680001-25695000	10	25680001	25695000	-0.774
10:25695001-25710000	10	25695001	25710000	-0.658
10:25710001-25725000	10	25710001	25725000	-0.64
10:25725001-25740000	10	25725001	25740000	-0.4
10:25740001-25755000	10	25740001	25755000	-0.785
10:25755001-25770000	10	25755001	25770000	-0.269
10:25770001-25785000	10	25770001	25785000	-1.091
10:25785001-25800000	10	25785001	25800000	-0.756
10:25800001-25815000	10	25800001	25815000	0.291
10:25815001-25830000	10	25815001	25830000	-0.44
10:25830001-25845000	10	25830001	25845000	-0.511
10:25845001-25860000	10	25845001	25860000	-0.512
10:25860001-25875000	10	25860001	25875000	-0.461
10:25875001-25890000	10	25875001	25890000	-0.832
10:25890001-25905000	10	25890001	25905000	-0.163
10:25905001-25920000	10	25905001	25920000	-0.476
10:25920001-25935000	10	25920001	25935000	-0.62
10:25935001-25950000	10	25935001	25950000	-0.492
10:25950001-25965000	10	25950001	25965000	-0.63
10:25965001-25980000	10	25965001	25980000	-0.33
10:25980001-25995000	10	25980001	25995000	-0.508
10:25995001-26010000	10	25995001	26010000	-0.511
10:26010001-26025000	10	26010001	26025000	-0.526
10:26025001-26040000	10	26025001	26040000	-0.1
10:26040001-26055000	10	26040001	26055000	-0.321
10:26055001-26070000	10	26055001	26070000	-0.133
10:26070001-26085000	10	26070001	26085000	-1.122
10:26085001-26100000	10	26085001	26100000	-0.247
10:26100001-26115000	10	26100001	26115000	-0.519
10:26115001-26130000	10	26115001	26130000	-0.375
10:26130001-26145000	10	26130001	26145000	-1.086
10:26145001-26160000	10	26145001	26160000	-0.735
10:26160001-26175000	10	26160001	26175000	-0.976
10:26175001-26190000	10	26175001	26190000	-0.585
10:26190001-26205000	10	26190001	26205000	-1.046
10:26205001-26220000	10	26205001	26220000	-0.248
10:26220001-26235000	10	26220001	26235000	-1.096
10:26235001-26250000	10	26235001	26250000	-0.34
10:26250001-26265000	10	26250001	26265000	-0.703
10:26265001-26280000	10	26265001	26280000	-0.486
10:26280001-26295000	10	26280001	26295000	-0.367
10:26295001-26310000	10	26295001	26310000	-0.861
10:26310001-26325000	10	26310001	26325000	-0.721
10:26325001-26340000	10	26325001	26340000	-0.59
10:26340001-26355000	10	26340001	26355000	-1.106
10:26355001-26370000	10	26355001	26370000	-0.559
10:26370001-26385000	10	26370001	26385000	-0.685
10:26385001-26400000	10	26385001	26400000	-0.301
10:26400001-26415000	10	26400001	26415000	-0.212
10:26415001-26430000	10	26415001	26430000	-0.848
10:26430001-26445000	10	26430001	26445000	-1.058
